#Char	Unicode	PinYin	src	ceftab	cnsunipy	HYDZD	hy1	unihanpy	unihandb	checked	modified
㖨	U+35A8	lu4	HYDZD	lu4	lu4	lu4		lu4		no	
㖩	U+35A9	ju1,sou3	HYDZD	zou1	ju1	ju1 sou3		sou3		no	
㖪	U+35AA	guo2,huo4,xu4	HYDZD	yu4	guo2	guo2 huo4 xu4		guo2		no	
㖫	U+35AB	ling2	HYDZD			ling2		ling2		no	
㖬	U+35AC									no	
㖭	U+35AD	tian3	HYDZD			tian3		tian3		no	
㖮	U+35AE	lun2	HYDZD			lun2		lun2		no	
㖯	U+35AF									no	
㖰	U+35B0									no	
㖱	U+35B1									no	
㖲	U+35B2									no	
㖳	U+35B3									no	
㖴	U+35B4	wen3	cefpytab	wen3	wen3					no	
㖵	U+35B5	ge2	HYDZD		ju4	ge2				no	
㖶	U+35B6	ye4,yan1,yin1	HYDZD		yan1 yi1	ye4 yan1 yin1		ye4		no	
㖷	U+35B7	shi2,ti2	HYDZD	shi2	shi2	shi2 ti2		shi2 ti2		no	
㖸	U+35B8	xue2,nia1	HYDZD	jue1	jue2	xue2 nia1		xue2		no	
㖹	U+35B9	fen4,pen1	HYDZD	pen2	pen2	fen4 pen1		fen4		no	
㖺	U+35BA	chun3	HYDZD	chun3	chun3	chun3		chun3		no	
㖻	U+35BB	niu2,rou4	HYDZD	niu2	niu2	niu2 rou4		rou2		no	
㖼	U+35BC	mou2	cnsunipy		mou2			duo3 lin2 mou2		no	
㖽	U+35BD	ze2	cefpytab	ze2	ze2			ze2 zei2		no	
㖾	U+35BE	e4	cefpytab	e4	e4			e4		no	
㖿	U+35BF	xie2,ye2	HYDZD	xie2	ye2	xie2 ye2		xie2		no	
㗀	U+35C0	you1	HYDZD	you1	you1	you1				no	
㗁	U+35C1	e4	cefpytab	e4	e4			e4		no	
㗂	U+35C2	sheng3	HYDZD	sheng3	sheng3	sheng3		sheng3		no	
㗃	U+35C3	hun1,wen3	HYDZD	wen3	wen3	hun1 wen3		wen3 yin4		no	
㗄	U+35C4	man2	cefpytab	man2	man4			man2 man4		no	
㗅	U+35C5	hu2	HYDZD	hu2	hu2	hu2		hu2		no	
㗆	U+35C6	ge2	HYDZD	ge2	ge2	ge2		ge2 kai4		no	
㗇	U+35C7	xia2,ya	HYDZD	xia2	xia1	xia2 ya		xia2		no	
㗈	U+35C8	man1	cefpytab	man1	man2			man4		no	
㗉	U+35C9	lve4,e4	HYDZD	lüe4	e4	lve4 e4		bi4 e4 lüe4		no	
㗊	U+35CA	ji2,lei2	HYDZD	ji2	ji2	ji2 lei2		ji2		no	
㗋	U+35CB	hou2	cefpytab	hou2	hou2			hou2		no	
㗌	U+35CC	zhi4	cefpytab	zhi4	zhi4			zhi4		no	
㗍	U+35CD	zhai1	cefpytab	zhai1	zhai1					no	
㗎	U+35CE									no	
㗏	U+35CF									no	
㗐	U+35D0	ke4	cefpytab	ke4	ke4					no	
㗑	U+35D1	bai	HYDZD			bai		bai4		no	
㗒	U+35D2	ai4	HYDZD			ai4		ai4		no	
㗓	U+35D3	zhui1	HYDZD	zhui1	zhui1	zhui1				no	
㗔	U+35D4	qian1	HYDZD	qian1	qian1	qian1				no	
㗕	U+35D5	gou4,gou1	HYDZD	gou4	gou1 nodice	gou4 gou1		gou4		no	
㗖	U+35D6	dan4	cefpytab	dan4	dan4			dan4		no	
㗗	U+35D7	bei1	HYDZD	bai3	bi3	bei1		bai3		no	
㗘	U+35D8	bo2	HYDZD	bo2	bo2	bo2		bo2 fu4		no	
㗙	U+35D9	chu1,na4,zhou1	HYDZD	chu2	chu2	chu1 na4 zhou1		na4		no	
㗚	U+35DA	li4	HYDZD	li4	li4	li4		li4		no	
㗛	U+35DB	xiao4	cefpytab	xiao4	xiao4			xiao4		no	
㗜	U+35DC	xiu4	cefpytab	xiu4	xiu4			xiu4		no	
㗝	U+35DD									no	
㗞	U+35DE									no	
㗟	U+35DF									no	
㗠	U+35E0									no	
㗡	U+35E1									no	
㗢	U+35E2	dong4,hong4,hong2	HYDZD	dong4	dong4	dong4 hong4 hong2		dong4		no	
㗣	U+35E3	di4	cefpytab	di4	ti4			ti4		no	
㗤	U+35E4	cu4	HYDZD	cu4	qi1	cu4		cu4		no	
㗥	U+35E5	guo1,kuo4	HYDZD	kuo4	guo1	guo1 kuo4		kuo4		no	
㗦	U+35E6	lao2	HYDZD	lao2	lao2	lao2		lao2		no	
㗧	U+35E7	die2,zhi4	HYDZD		die2	die2 zhi4		zhi4		no	
㗨	U+35E8	xie1,ai3	HYDZD	ai3	xie1	xie1 ai3		ai3		no	
㗩	U+35E9	xi1	HYDZD	xi4	xi1	xi1		xi1		no	
㗪	U+35EA	pi1	cefpytab	pi1	pi1					no	
㗫	U+35EB	qie4	HYDZD	qie1	qie4	qie4		qie4		no	
㗬	U+35EC	zha1	HYDZD	zha1	cha1	zha1				no	
㗭	U+35ED	xi1	HYDZD	xi1	xi1	xi1				no	
㗮	U+35EE									no	
㗯	U+35EF									no	
㗰	U+35F0	cong2	HYDZD		cong2	cong2		chu4 cong2		no	
㗱	U+35F1	ji2	HYDZD	ji2	ji2	ji2		ji2		no	
㗲	U+35F2	huo4	HYDZD	huo4	huo4	huo4		huo4 xi4		no	
㗳	U+35F3	da1,ta3	HYDZD	ta3	ta3	da1 ta3		ta3		no	
㗴	U+35F4	yan2	HYDZD	yan2	yan2	yan2		yan2		no	
㗵	U+35F5	xu4	HYDZD	hu1	hu1	xu4		xu4		no	
㗶	U+35F6	po1	HYDZD	po1	po1	po1				no	
㗷	U+35F7	sai3	unihanpy					sai3		no	
㗸	U+35F8									no	
㗹	U+35F9									no	
㗺	U+35FA									no	
㗻	U+35FB	guo1	HYDZD	ge1	guo1	guo1				no	
㗼	U+35FC	ye4	HYDZD	ye4	ye4	ye4		ye4		no	
㗽	U+35FD	xiang3	HYDZD	xiang3	xiang3	xiang3		xiang3		no	
㗾	U+35FE	xue1	HYDZD	xue1	xue1	xue1				no	
㗿	U+35FF	he2,xia4,xia1	HYDZD	xia1	he3	he2 xia4 xia1		xia4		no	
㘀	U+3600	zuo4	HYDZD	zuo2	zuo4	zuo4		zuo4		no	
㘁	U+3601	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
㘂	U+3602	ci2	HYDZD	ci2	ci2	ci2		ci2		no	
㘃	U+3603									no	
㘄	U+3604									no	
㘅	U+3605	xian2	cefpytab	xian2	xian2			xian2		no	
㘆	U+3606	tai3	HYDZD	tai3	tai2	tai3		tai2		no	
㘇	U+3607	rong2	HYDZD	yong2	rong2	rong2		rong2		no	
㘈	U+3608	ni3,yi4	HYDZD	ni3	ni3	ni3 yi4		yi1		no	
㘉	U+3609	zhi4	HYDZD		jie2	zhi4		zhi4		no	
㘊	U+360A	xi1,yi4	HYDZD	yi4	xi1 yi1	xi1 yi4		yi4		no	
㘋	U+360B	xian2	HYDZD	xian2	xian2	xian2		xian2		no	
㘌	U+360C	ju4	HYDZD	ju4	ju4	ju4		ju4		no	
㘍	U+360D	ji2	HYDZD	ji2	ji2	ji2		ji2 qi4		no	
㘎	U+360E	han3,han4	unihanpy					han3 han4		no	
㘏	U+360F									no	
㘐	U+3610	pao4	HYDZD	pao4	pao4	pao4		pao4 peng3		no	
㘑	U+3611	li4	HYDZD	li4	li4	li4		li4		no	
㘒	U+3612									no	
㘓	U+3613	lan2	HYDZD	lan2	lan2	lan2		lan2		no	
㘔	U+3614	sai3	HYDZD		sai3	sai3		can3 sai3		no	
㘕	U+3615	han3,lan2	HYDZD		lan4	han3 lan2		han3 lan2		no	
㘖	U+3616	yan2	HYDZD	yan2	yan2	yan2		yan2		no	
㘗	U+3617	qu1	HYDZD			qu1				no	
㘘	U+3618									no	
㘙	U+3619	yan2	HYDZD	yan2	yan2	yan2		yan2 yan3		no	
㘚	U+361A	han3	HYDZD		han3	han3		han3		no	
㘛	U+361B	kan1	HYDZD	kan1	kan1	kan1				no	
㘜	U+361C	chou2	cefpytab	chou2	chou2			chi3 chou2 chu4		no	
㘝	U+361D	nie4	HYDZD	ni3	ni4	nie4		nian3 nie4		no	
㘞	U+361E	huo4	HYDZD	he4	duo4	huo4		huo4		no	
㘟	U+361F	chuang1	cefpytab	chuang1	chuang1					no	
㘠	U+3620	bi4	HYDZD	bi1	bi1	bi4		bi4 mi4		no	
㘡	U+3621	xia2	cefpytab	xia2	xia2			xia2		no	
㘢	U+3622	weng3	HYDZD	weng3	weng3	weng3		weng3		no	
㘣	U+3623	xuan2,yuan2	HYDZD	yuan1	xuan1	xuan2 yuan2		xuan2 yuan2		no	
㘤	U+3624	wan1	HYDZD	wan1	wan1	wan1				no	
㘥	U+3625	you2	cefpytab	you2	e2			you2		no	
㘦	U+3626	qin2	HYDZD	qin2	qin2	qin2		qin2		no	
㘧	U+3627	xu4	HYDZD		xu4	xu4		xu4		no	
㘨	U+3628	nie4	HYDZD	kuai4	nie4	nie4		nei4		no	
㘩	U+3629	bi4	HYDZD	bi4	bi4	bi4		bi4		no	
㘪	U+362A	hao4	HYDZD	hao4	hao4	hao4		hao4		no	
㘫	U+362B	jing3	HYDZD	jing4	jing4	jing3		jing3		no	
㘬	U+362C	wu4,ao4	HYDZD	fo2	bi4	wu4 ao4		ao4		no	
㘭	U+362D	ao1	cefpytab	ao1	ao4 ao4			ao4		no	
㘮	U+362E									no	
㘯	U+362F	chang2	cefpytab	chang2	chang2					no	
㘰	U+3630	zhen1	HYDZD	zhen1	zhen1	zhen1				no	
㘱	U+3631	tan1	cefpytab	tan1	tan1					no	
㘲	U+3632	ju2	cefpytab	ju2	ju2			ju2		no	
㘳	U+3633	qiu1	cefpytab	qiu1	qiu1					no	
㘴	U+3634	zuo4	cefpytab	zuo4	zuo4			zuo4		no	
㘵	U+3635	bu4	HYDZD			bu4		bu4		no	
㘶	U+3636	jie2	cefpytab	jie2	jie2			jie2		no	
㘷	U+3637	ai4	cefpytab	ai4	ai4			ai4		no	
㘸	U+3638	zuo4,zang4	HYDZD	zuo4	zuo4	zuo4 zang4		zang4		no	
㘹	U+3639	ji2	cnsunipy		ji2			ci2		no	
㘺	U+363A	fa2	cnsunipy		fa2			fa2		no	
㘻	U+363B	yin1	cefpytab	yin1	yin1					no	
㘼	U+363C									no	
㘽	U+363D									no	
㘾	U+363E									no	
㘿	U+363F	nie4	HYDZD	nie4	nie4	nie4		nie4		no	
㙀	U+3640	jiu4,liu4	HYDZD	liu4	liu4	jiu4 liu4		liu4		no	
㙁	U+3641	mei2,mu4	HYDZD	mei2	mei2	mei2 mu4		mang3 mei2 mei4 mu4 na4		no	
㙂	U+3642	dui4,weng4	HYDZD	dui4	dui4	dui4 weng4		dui4		no	
㙃	U+3643	bang1	HYDZD	bang1	bang1	bang1				no	
㙄	U+3644	bi4	HYDZD	bi4	bi4	bi4		bi4		no	
㙅	U+3645	bao3	cefpytab	bao3	bao3			bao3		no	
㙆	U+3646									no	
㙇	U+3647	chu4	HYDZD	chuo1	chu4	chu4		chu4		no	
㙈	U+3648	xia4	HYDZD	xia4	xia4	xia4		han2 xia4		no	
㙉	U+3649	tian3	cefpytab	tian3	tian3			tian3		no	
㙊	U+364A	chang2,zhang4	HYDZD	chang2	zhang4	chang2 zhang4		chang2 zhang4		no	
㙋	U+364B									no	
㙌	U+364C									no	
㙍	U+364D	duo1	HYDZD		duo2	duo1				no	
㙎	U+364E	wei1	HYDZD	wei1	wei1	wei1				no	
㙏	U+364F	fu4	cefpytab	fu4	fu4			fu4		no	
㙐	U+3650	duo3	HYDZD	duo3	duo3	duo3		duo3		no	
㙑	U+3651	yu3	cnsunipy		yu3			yu3		no	
㙒	U+3652	ye3	cefpytab	ye3	ye3			ye3		no	
㙓	U+3653	kui2	HYDZD	kui2	kui2	kui2		kui2		no	
㙔	U+3654	han2,wei3	HYDZD			han2 wei3		han2		no	
㙕	U+3655	kuai4	cefpytab	kuai4	kuai4			kuai4		no	
㙖	U+3656									no	
㙗	U+3657	wei1	HYDZD			wei1		kuai4		no	
㙘	U+3658	yao1	HYDZD			yao1				no	
㙙	U+3659	long3	HYDZD	mang2	meng3	long3		long3		no	
㙚	U+365A	xing1	HYDZD	xing1	xing1	xing1				no	
㙛	U+365B	bu3	HYDZD	bu3	bu3	bu3		bu3		no	
㙜	U+365C	tai2	cnsunipy		tai2			chi2 tai2		no	
㙝	U+365D	xie2	HYDZD	xie2	xie2	xie2		xie2		no	
㙞	U+365E	nie4	HYDZD	nie4	nie4	nie4		nie4		no	
㙟	U+365F	lang3	HYDZD			lang3		lang3		no	
㙠	U+3660	yi4,yi1	HYDZD	yi4	yi1	yi4 yi1		yi4		no	
㙡	U+3661	zong1	HYDZD	zong1	zong1	zong1				no	
㙢	U+3662	man2	HYDZD	man2	man2	man2		man2 men2		no	
㙣	U+3663	zhang4	HYDZD	zhang4	zhang4	zhang4		zhang4		no	
㙤	U+3664	xia4	HYDZD	xia4	xia4	xia4		xia4		no	
㙥	U+3665	gun4	HYDZD	gun4	gun4	gun4		gun3		no	
㙦	U+3666									no	
㙧	U+3667	liu4	cnsunipy		liu4					no	
㙨	U+3668	qi2	cefpytab	qi2	ji1			ji4 qi2		no	
㙩	U+3669	liao2	HYDZD	liao2	liao2	liao2		liao2		no	
㙪	U+366A	yi4	HYDZD	yi4	yi4	yi4		ye4 yi4		no	
㙫	U+366B	ji2	HYDZD	ji2	ji2	ji2		ji2		no	
㙬	U+366C	yin2	cefpytab	yin2	yin2			yin2		no	
㙭	U+366D									no	
㙮	U+366E	da,da1	HYDZD			da da1		da1 da5		no	
㙯	U+366F	yi4	cefpytab	yi4	yi4			yi4		no	
㙰	U+3670	xie4	HYDZD	xie4	xie4	xie4		xie4		no	
㙱	U+3671	hao4	cnsunipy		hao4			hao4		no	
㙲	U+3672	yong1	cefpytab	yong1	yong1			yong3		no	
㙳	U+3673	han3,kan3	HYDZD		kan3	han3 kan3		han3 he2 kan3		no	
㙴	U+3674	chan4	HYDZD	chan4	chan4	chan4		chan4 zhan4		no	
㙵	U+3675	tai2	cnsunipy		tai2			tai2		no	
㙶	U+3676	tang3	cefpytab	tang3	tang2			tang2		no	
㙷	U+3677	zhe2,zhi2	HYDZD	li4	zhi2	zhe2 zhi2		zhi2		no	
㙸	U+3678	pu1	cefpytab	pu1	pu2			bao4 bo2 pu2		no	
㙹	U+3679	meng2	HYDZD	meng2	meng2	meng2		meng2		no	
㙺	U+367A	gui4,kui2	HYDZD	gui4	gui4	gui4 kui2		gui4 kui2		no	
㙻	U+367B	chan2	cefpytab	chan2	chan2			chan2 qie4 zan4		no	
㙼	U+367C	lei3	cnsunipy		lei3			lei3		no	
㙽	U+367D									no	
㙾	U+367E	que4	cefpytab	que4	que4			xi4 xue2		no	
㙿	U+367F									no	
㚀	U+3680	xi1	HYDZD	xi1	xi1	xi1				no	
㚁	U+3681	qiao4	HYDZD	qiao4	qiao4	qiao4		qiao2 qiao4 qu4		no	
㚂	U+3682	nang4	HYDZD	nang4	nang4	nang4		rang2		no	
㚃	U+3683	yun1	HYDZD	yun1	yun1	yun1		yun2 yun4		no	
㚄	U+3684	zhi4	cefpytab	zhi4	zhi4					no	
㚅	U+3685	long2	HYDZD	long2	long2	long2		long2		no	
㚆	U+3686	fu4	unihanpy					fu4		no	
㚇	U+3687	zong1	HYDZD	zong1	zong1	zong1				no	
㚈	U+3688									no	
㚉	U+3689	gu3	cnsunipy		gu3			gu3		no	
㚊	U+368A	kai1	HYDZD	gai1	kai1	kai1				no	
㚋	U+368B	diao1	HYDZD	diao1	diao1	diao1				no	
㚌	U+368C	huo3	cefpytab	huo3	huo3			hua4 huo3		no	
㚍	U+368D	kui4,kui3	HYDZD	kui3	kui3	kui4 kui3		guo2 kui3 kui4		no	
㚎	U+368E	qu4	cefpytab	qu4	qu4					no	
㚏	U+368F	gao3	cefpytab	gao3	gao3			gao3		no	
㚐	U+3690	tao4	cefpytab	tao4	tao4			tao4		no	
㚑	U+3691									no	
㚒	U+3692	shan3	HYDZD	shan3	shan3	shan3		shan3		no	
㚓	U+3693	lai3	HYDZD	lai3	lai3	lai3		lai2 lai3		no	
㚔	U+3694	nie4,xing4	HYDZD	nie4	nie4	nie4 xing4		nie4		no	
㚕	U+3695	fu2	HYDZD	bi4	bi4	fu2		fu2		no	
㚖	U+3696	gao3,ze2	HYDZD	gao3	gao3	gao3 ze2		gao3		no	
㚗	U+3697	qie2	HYDZD	qie2	qie2	qie2		qie2 xie2		no	
㚘	U+3698	ban4,fu2,he4	HYDZD	ban4	ban4	ban4 fu2 he4		ban4		no	
㚙	U+3699	jia1	HYDZD			jia1				no	
㚚	U+369A	kuang1,kong1	HYDZD	kong1	kong1	kuang1 kong1				no	
㚛	U+369B	xi4	HYDZD			xi4		xi4		no	
㚜	U+369C	xu4,yu4	HYDZD	yu4	xu4	xu4 yu4		xu4 yu4		no	
㚝	U+369D	zhui1	HYDZD		kui1	zhui1		kui2		no	
㚞	U+369E	shen3	HYDZD	sen1	shen3	shen3		meng3 shen3 ying4 yun4		no	
㚟	U+369F	chuo4	cefpytab	chuo4	chuo4			chuo4		no	
㚠	U+36A0	xiao1	HYDZD	xiao1	xiao1	xiao1				no	
㚡	U+36A1	ji3	HYDZD	ji3	ji3	ji3		ji3		no	
㚢	U+36A2	nu2,wu3	HYDZD	nu2	nu2	nu2 wu3		nu2		no	
㚣	U+36A3	jiao1	cefpytab	jiao1	jiao1			xiao2		no	
㚤	U+36A4	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
㚥	U+36A5	yu2	HYDZD	yu2	yu2	yu2		yu2		no	
㚦	U+36A6	ji1	cefpytab	ji1	ji1			yi2		no	
㚧	U+36A7	yan3	HYDZD	yan3	yan3	yan3		yan3		no	
㚨	U+36A8	shen3	HYDZD		shen1	shen3				no	
㚩	U+36A9	ran3	HYDZD	ran3	ran3	ran3		ran3		no	
㚪	U+36AA	hao4	cefpytab	hao4	hao4			hao4		no	
㚫	U+36AB	sa4	HYDZD	sa4	sa4	sa4		sha4 zha4		no	
㚬	U+36AC	jun1	HYDZD	jun1	jun1	jun1				no	
㚭	U+36AD	you2	HYDZD	you2	you2	you2		you2		no	
㚮	U+36AE	dan1	cnsunipy		dan1					no	
㚯	U+36AF	xin2,xun2	unihanpy					xin2 xun2		no	
㚰	U+36B0	bi3,pei1	HYDZD		bi3	bi3 pei1		bi3		no	
㚱	U+36B1	qiu1	HYDZD	qiu1	qiu1	qiu1				no	
㚲	U+36B2	chan1,dian4,dian3	HYDZD	chan1	che2	chan1 dian4 dian3		dian3 shan4		no	
㚳	U+36B3	e1	cefpytab	e1	e1					no	
㚴	U+36B4	bu4	HYDZD	pu4	pu4	bu4		bu4		no	
㚵	U+36B5	dong1	HYDZD	dong1	dong1	dong1				no	
㚶	U+36B6	si4,yi2	HYDZD	si4	si4	si4 yi2		si4		no	
㚷	U+36B7	nai3	cefpytab	nai3	nai3			er3 nai3		no	
㚸	U+36B8	si1	cefpytab	si1	si1					no	
㚹	U+36B9	liu3,mao3	HYDZD	mao3	miao2	liu3 mao3		mao3		no	
㚺	U+36BA	yun4	cefpytab	yun4	yun4			yun4		no	
㚻	U+36BB	ji1	HYDZD	ji1	ji1	ji1				no	
㚼	U+36BC	hao4	cefpytab	hao4	hao3					no	
㚽	U+36BD	qiao3	HYDZD	qiao3	qiao3	qiao3		qiao3		no	
㚾	U+36BE	xiong1	HYDZD	xiong1	xiong1	xiong1				no	
㚿	U+36BF	pao2	HYDZD		pao2	pao2		pao2		no	
㛀	U+36C0									no	
㛁	U+36C1	peng1	HYDZD	peng1	peng1	peng1				no	
㛂	U+36C2	nuo3	HYDZD	e3	tuo3	nuo3		nuo3		no	
㛃	U+36C3	jie2	HYDZD	jie2	jie2	jie2		jie2		no	
㛄	U+36C4	yi1	HYDZD	yi1	yi1	yi1				no	
㛅	U+36C5	er4	HYDZD	er4	er4	er4		er4		no	
㛆	U+36C6	duo4,duo3	HYDZD			duo4 duo3		duo3		no	
㛇	U+36C7									no	
㛈	U+36C8									no	
㛉	U+36C9									no	
㛊	U+36CA	duo3	cefpytab	duo3	duo3			duo3		no	
㛋	U+36CB									no	
㛌	U+36CC									no	
㛍	U+36CD	qie4,xia2,xian3	HYDZD	qie4	qie4	qie4 xia2 xian3		qie4		no	
㛎	U+36CE	lv3	HYDZD	lü3	lü3	lv3				no	
㛏	U+36CF	qiu2	HYDZD	qiu2	qiu2	qiu2		ou4 qiu2		no	
㛐	U+36D0	sao3	cefpytab	sao3	sao3			sou3 xuan2		no	
㛑	U+36D1	can4	cefpytab	can4	can4			can4		no	
㛒	U+36D2	dou4	HYDZD	dou4	dou4	dou4		dou4		no	
㛓	U+36D3	xi1	HYDZD	chi1	xi1	xi1				no	
㛔	U+36D4	feng1,peng2	HYDZD	feng1	feng1	feng1 peng2		peng2		no	
㛕	U+36D5	yi4,e4	HYDZD	yan3	e4	yi4 e4		yi4		no	
㛖	U+36D6	suo1	HYDZD	suo1	suo1	suo1				no	
㛗	U+36D7	qie1,suo1,zuo1	HYDZD	cha1	qie1	qie1 suo1 zuo1		zuo4		no	
㛘	U+36D8	po4	HYDZD	mo4	po4	po4		po4		no	
㛙	U+36D9	qie4,xin1	HYDZD	xin1	xin1	qie4 xin1		qie4 qin2 shen3 shen4		no	
㛚	U+36DA	tong3,yong3	HYDZD	tong3	tong3	tong3 yong3		tong3		no	
㛛	U+36DB	shen1	cefpytab	shen1	zhen4			xin4 zhen4		no	
㛜	U+36DC	you2	HYDZD	you2	you2	you2		you2		no	
㛝	U+36DD	bei4	HYDZD	bei4	bei4	bei4		bei4 beng4		no	
㛞	U+36DE	long4	HYDZD	long4	long4	long4		long4		no	
㛟	U+36DF									no	
㛠	U+36E0									no	
㛡	U+36E1									no	
㛢	U+36E2									no	
㛣	U+36E3									no	
㛤	U+36E4									no	
㛥	U+36E5	ta4	HYDZD	ta4	ta4	ta4		ta4		no	
㛦	U+36E6	lan3	HYDZD	lan3	lan3	lan3		lan3		no	
㛧	U+36E7	man3	HYDZD	man3	man3	man3		man3		no	
㛨	U+36E8	qiang3	HYDZD	qiang3	qiang3	qiang3		qiang3		no	
㛩	U+36E9	zhou2	HYDZD	zhou2	zhou2	zhou2		zhou2		no	
㛪	U+36EA	yan4,yan1	HYDZD	yan4	yan1	yan4 yan1		yan4 yuan2		no	
㛫	U+36EB	xi1	HYDZD	xi2	xi2	xi1				no	
㛬	U+36EC	lu4	HYDZD	lu4	lu4	lu4		lu4		no	
㛭	U+36ED	xi1	HYDZD	xi2	xi2	xi1				no	
㛮	U+36EE	sao3	cefpytab	sao3	sao3			sao3		no	
㛯	U+36EF	fan4,mian3,zhuan4	HYDZD	zhuan4	fan4	fan4 mian3 zhuan4		mian3		no	
㛰	U+36F0	hun1	cefpytab	hun1	hun1					no	
㛱	U+36F1	wei1,wei3	HYDZD	wei2	wei1	wei1 wei3		rui4 wei3		no	
㛲	U+36F2	yi2	cefpytab	yi2	fa3			fa4		no	
㛳	U+36F3	yi4	HYDZD	yi4	yi4	yi4		cha4 yi4		no	
㛴	U+36F4	nao3	cefpytab	nao3	nao3			nao3		no	
㛵	U+36F5	cheng1	HYDZD	cheng1	cheng1	cheng1				no	
㛶	U+36F6	tan4	HYDZD	tan4	tan4	tan4		chou2 tan2 tan4		no	
㛷	U+36F7	ji1	HYDZD	ji1	ji1	ji1				no	
㛸	U+36F8	shu4	cnsunipy		shu4			shu4		no	
㛹	U+36F9	pian2	HYDZD	pian2	pian2	pian2		pian2		no	
㛺	U+36FA	an1	HYDZD	an1	a1	an1				no	
㛻	U+36FB	kua1	HYDZD	kuai1	kua1	kua1		kui3		no	
㛼	U+36FC	cha1,sha4,cha1,sha4	HYDZD	qia4	cha1	cha1 sha4 cha1 sha4		sha4		no	
㛽	U+36FD	shan1	cefpytab	shan1	xian1					no	
㛾	U+36FE	xian2	HYDZD	xian2	xian2	xian2		xian2		no	
㛿	U+36FF	zhi4	unihanpy					zhi4		no	
㜀	U+3700									no	
㜁	U+3701									no	
㜂	U+3702	feng1	HYDZD	feng1	feng1	feng1				no	
㜃	U+3703	lian4	HYDZD	lian4	lian4	lian4		lian4 liao2 mang2		no	
㜄	U+3704	xun2	HYDZD	xin2	xin2	xun2		xun2		no	
㜅	U+3705	xu4	HYDZD	xu4	xu4	xu4		xu4		no	
㜆	U+3706	mi4	HYDZD	mi4	mi4	mi4		mi4		no	
㜇	U+3707	hui4,ye4	HYDZD	wei4	hui4	hui4 ye4		hui4 ye4		no	
㜈	U+3708	mu4	HYDZD	mu4	mu4	mu4		mu4		no	
㜉	U+3709	yong1	HYDZD	yong1	yong1	yong1				no	
㜊	U+370A	zhan3	HYDZD	zhan3	zhan3	zhan3		pang4 zhan3		no	
㜋	U+370B	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
㜌	U+370C	nou3,gou4,kou4	HYDZD	nou3	nou3	nou3 gou4 kou4		gou4		no	
㜍	U+370D	tang2	HYDZD	tang2	tang2	tang2		tang2		no	
㜎	U+370E	xi4,xi1	HYDZD	xi2	xi1	xi4 xi1		qi2 xi4		no	
㜏	U+370F	yun2	cefpytab	yun2	yun2			yun2		no	
㜐	U+3710	shu4	HYDZD	shu4	shu4	shu4		shu4		no	
㜑	U+3711	po2	cefpytab	po2	po2			fu2 po2		no	
㜒	U+3712	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
㜓	U+3713	da2	HYDZD	da4	da2	da2		da2		no	
㜔	U+3714									no	
㜕	U+3715	lian2	HYDZD		lian2	lian2		lian2		no	
㜖	U+3716	cao2	HYDZD	cao2	cao2	cao2		cao2		no	
㜗	U+3717	can1,sen1	HYDZD	can3	can1 si1	can1 sen1		can3 chu2 xuan4		no	
㜘	U+3718	cha2,ju4,qu4	HYDZD	ju4	jie1	cha2 ju4 qu4		ju4		no	
㜙	U+3719	lu4	HYDZD	lu4	lu4	lu4		lu4		no	
㜚	U+371A	su4	HYDZD	suo1	su4	su4		su4		no	
㜛	U+371B	ruan3	cefpytab	ruan3	ruan3			nen4 ruan3		no	
㜜	U+371C	ao4	cefpytab	ao4	ao4			ao4		no	
㜝	U+371D	yan3,an3	HYDZD		an3	yan3 an3		an3 an4		no	
㜞	U+371E	can2,qian4	HYDZD	can2	qian4	can2 qian4		qian4		no	
㜟	U+371F									no	
㜠	U+3720	cui1	HYDZD	cui1	cui1	cui1				no	
㜡	U+3721	cong1	HYDZD	cong1	cong1	cong1				no	
㜢	U+3722	lü3	cnsunipy		lü3					no	
㜣	U+3723	ran2,ran3	HYDZD	ran2	shan3	ran2 ran3		ran2		no	
㜤	U+3724	nian3,tian3,tan2	HYDZD	nian4	tan2	nian3 tian3 tan2		shen3		no	
㜥	U+3725	mai2	HYDZD	mai2	mai2	mai2		mai2 mo2		no	
㜦	U+3726	xin2	HYDZD	xun2	xun2	xin2		han4 nie4 si4 xie2 xin2		no	
㜧	U+3727	yue1	cefpytab	yue1	yue1			yue4		no	
㜨	U+3728	nai2	HYDZD		nai2	nai2		er2 nai2		no	
㜩	U+3729	ao4	HYDZD	ao4	ao4	ao4		ao4 bie2		no	
㜪	U+372A	shen1	HYDZD	xin1	xin1	shen1		xian3		no	
㜫	U+372B	mei3	cefpytab	mei3	mei3			ma4 mei2 mei3		no	
㜬	U+372C									no	
㜭	U+372D									no	
㜮	U+372E	lan4,lan2	HYDZD	lan4	lan2	lan4 lan2		lan4		no	
㜯	U+372F	xi1	HYDZD	xi1	xi1	xi1				no	
㜰	U+3730	yue4	HYDZD	yue4	yue4	yue4		yue4		no	
㜱	U+3731	zhi4	HYDZD	zhi2	zhi2	zhi4		dong4 zhi4		no	
㜲	U+3732	ying2	cefpytab	ying2	ying2			weng3 ying2		no	
